"Latest: Time (min)","Latest: pH","Latest: Temperature (°C)","Latest: Volume of NaOH Added (cm³)"
11,12.3843041803,25.4539625658,
11.0166666667,12.3878741922,25.4554117891,
11.0333333333,12.3917417051,25.4525133418,
11.05,12.395906719,25.4496148918,
11.0666666667,12.396501721,25.4496148918,
11.0833333333,12.4015592378,25.4481656657,
11.1,12.4018567388,25.4496148918,
11.1166666667,12.4101867666,25.4525133418,
11.1333333333,12.4113767706,25.4510641171,
11.15,12.4164342874,25.4481656657,
11.1666666667,12.4211943033,25.4481656657,
11.1833333333,12.4241693132,25.4452672116,
11.2,12.4295243311,25.446716439,
11.2166666667,12.431904339,25.446716439,
11.2333333333,12.4342843469,25.4452672116,
11.25,12.4345818479,25.4452672116,
11.2666666667,12.4393418638,25.4423687547,
11.2833333333,12.4429118757,25.4452672116,
11.3,12.4470768896,25.4438179835,
11.3166666667,12.4509444025,25.439470295,
11.3333333333,12.4533244104,25.4438179835,
11.35,12.4536219114,25.4409195252,
11.3666666667,12.4601669332,25.439470295,
11.3833333333,12.4625469412,25.4380210641,
11.4,12.4640344461,25.4380210641,
11.4166666667,12.467901959,25.4409195252,
11.4333333333,12.4720669729,25.4380210641,
11.45,12.4726619749,25.4380210641,
11.4666666667,12.4759344858,25.4365718324,
11.4833333333,12.4780169928,25.439470295,
11.5,12.4827770086,25.4365718324,
11.5166666667,12.4860495196,25.4351226001,
11.5333333333,12.4863470205,25.4336733671,
11.55,12.4893220305,25.4322241333,
11.5666666667,12.4911070364,25.4307748988,
11.5833333333,12.4958670523,25.4293256636,
11.6,12.4970570563,25.4293256636,
11.6166666667,12.5006270682,25.426427191,
11.6333333333,12.505089583,25.4249779536,
11.65,12.505387084,25.4249779536,
11.6666666667,12.507469591,25.4249779536,
11.6833333333,12.5113371039,25.4235287155,
11.7,12.5134196108,25.4235287155,
11.7166666667,12.5149071158,25.4235287155,
11.7333333333,12.5199646326,25.4235287155,
11.75,12.5238321455,25.4235287155,
11.7666666667,12.5238321455,25.4235287155,
11.7833333333,12.5274021574,25.4235287155,
11.8,12.5288896624,25.4206302371,
11.8166666667,12.5285921614,25.4235287155,
11.8333333333,12.5333521773,25.4206302371,
11.85,12.5366246882,25.4220794767,
11.8666666667,12.5381121932,25.4220794767,
11.8833333333,12.542277207,25.4235287155,
11.9,12.544062213,25.4206302371,
11.9166666667,12.544954716,25.4220794767,
11.9333333333,12.5476322249,25.4206302371,
11.95,12.5485247279,25.4206302371,
11.9666666667,12.5523922408,25.4206302371,
11.9833333333,12.5526897418,25.4206302371,
12,12.5565572547,25.4206302371,
12.0166666667,12.5574497576,25.4206302371,
12.0333333333,12.5613172705,25.4206302371,
12.05,12.5619122725,25.4206302371,
12.0666666667,12.5636972785,25.4206302371,
12.0833333333,12.5663747874,25.4206302371,
12.1,12.5684572943,25.4206302371,
12.1166666667,12.5729198092,25.4206302371,
12.1333333333,12.5738123122,25.4206302371,
12.15,12.5761923201,25.4206302371,
12.1666666667,12.5776798251,25.4206302371,
12.1833333333,12.580654835,25.4191809967,
12.2,12.580952336,25.4191809967,
12.2166666667,12.583034843,25.4191809967,
12.2333333333,12.5854148509,25.4206302371,
12.25,12.5860098529,25.4191809967,
12.2666666667,12.5886873618,25.4191809967,
12.2833333333,12.5901748668,25.4177317557,
12.3,12.5913648707,25.4191809967,
12.3166666667,12.5952323836,25.4191809967,
12.3333333333,12.5979098926,25.4177317557,
12.35,12.5996948985,25.4177317557,
12.3666666667,12.5996948985,25.4162825138,
12.3833333333,12.6041574134,25.4177317557,
12.4,12.6041574134,25.4148332712,
12.4166666667,12.6047524154,25.4148332712,
12.4333333333,12.6086199283,25.4133840279,
12.45,12.6095124312,25.4133840279,
12.4666666667,12.6115949382,25.4133840279,
12.4833333333,12.6139749461,25.4133840279,
12.5,12.6148674491,25.4119347838,
12.5166666667,12.61813996,25.410485539,
12.5333333333,12.619329964,25.4119347838,
12.55,12.6240899799,25.4090362934,
12.5666666667,12.6368825225,25.4090362934,
12.5833333333,12.6374775245,25.4090362934,
12.6,12.6374775245,25.407587047,
12.6166666667,12.6395600314,25.4017900538,
12.6333333333,12.6419400394,25.4046885519,
12.65,12.6425350414,25.4061377999,
12.6666666667,12.6467000552,25.4017900538,
12.6833333333,12.6496750652,25.3988915526,
12.7,12.6508650691,25.3974423008,
12.7166666667,12.6517575721,25.4003408036,
12.7333333333,12.6526500751,25.3945437948,
12.75,12.656220087,25.3901960299,
12.7666666667,12.656220087,25.3901960299,
12.7833333333,12.656517588,25.387297516,
12.8,12.657410091,25.3916452857,
12.8166666667,12.6609801029,25.3887467733,
12.8333333333,12.6609801029,25.387297516,
12.85,12.6627651088,25.3843989988,
12.8666666667,12.6639551128,25.3858482578,
12.8833333333,12.6657401187,25.382949739,
12.9,12.6669301227,25.382949739,
12.9166666667,12.6693101306,25.380051217,
12.9333333333,12.6707976356,25.3815004784,
12.95,12.6746651485,25.3771526917,
12.9666666667,12.6749626495,25.380051217,
12.9833333333,12.6767476554,25.380051217,
13,12.6764501544,25.3742541631,
13.0166666667,12.6797226654,25.3757034278,
13.0333333333,12.6797226654,25.3742541631,
13.05,12.6800201664,25.3757034278,
13.0666666667,12.6818051723,25.3757034278,
13.0833333333,12.6832926773,25.3742541631,
13.1,12.6850776832,25.3757034278,
13.1166666667,12.6883501941,25.3742541631,
13.1333333333,12.6892426971,25.3742541631,
13.15,12.6895401981,25.3742541631,
13.1666666667,12.692515208,25.3742541631,
13.1833333333,12.694002713,25.3728048975,
13.2,12.694002713,25.3713556311,
13.2166666667,12.694002713,25.3699063639,
13.2333333333,12.694002713,25.3713556311,
13.25,12.6957877189,25.3713556311,
13.2666666667,12.6981677269,25.3670078269,
13.2833333333,12.6987627288,25.3684570958,
13.3,12.6990602298,25.3684570958,
13.3166666667,12.7026302417,25.3684570958,
13.3333333333,12.7032252437,25.3670078269,
13.35,12.7032252437,25.3670078269,
13.3666666667,12.7044152477,25.3670078269,
13.3833333333,12.7067952556,25.3655585572,
13.4,12.7088777626,25.3626600151,
13.4166666667,12.7112577705,25.3626600151,
13.4333333333,12.7127452755,25.3597614696,
13.45,12.7127452755,25.3597614696,
13.4666666667,12.7127452755,25.3612107428,
13.4833333333,12.7133402775,25.3612107428,
13.5,12.7136377784,25.3597614696,
13.5166666667,12.7175052913,25.3597614696,
13.5333333333,12.7175052913,25.3568629207,
13.55,12.7181002933,25.3568629207,
13.5666666667,12.7201828003,25.3539643683,
13.5833333333,12.7219678062,25.3554136449,
13.6,12.7237528122,25.3525150908,
13.6166666667,12.7243478142,25.3539643683,
13.6333333333,12.7270253231,25.3539643683,
13.65,12.7273228241,25.3539643683,
13.6666666667,12.7276203251,25.3539643683,
13.6833333333,12.72910783,25.3525150908,
13.7,12.731487838,25.3525150908,
13.7166666667,12.73208284,25.3525150908,
13.7333333333,12.731785339,25.3525150908,
13.75,12.7344628479,25.3525150908,
13.7666666667,12.7353553509,25.3525150908,
13.7833333333,12.7362478538,25.3510658125,
13.8,12.7362478538,25.3496165332,
13.8166666667,12.7362478538,25.3510658125,
13.8333333333,12.7365453548,25.3510658125,
13.85,12.7383303608,25.3510658125,
13.8666666667,12.7410078697,25.3525150908,
13.8833333333,12.7410078697,25.3510658125,
13.9,12.7413053707,25.3510658125,
13.9166666667,12.7419003727,25.3510658125,
13.9333333333,12.7433878777,25.3510658125,
13.95,12.7454703846,25.3496165332,
13.9666666667,12.7475528915,25.3510658125,
13.9833333333,12.7499328995,25.3481672531,
14,12.7505279015,25.3481672531,
14.0166666667,12.7508254025,25.3496165332,
14.0333333333,12.7508254025,25.3481672531,
14.05,12.7540979134,25.3481672531,
14.0666666667,12.7549904163,25.3467179721,
14.0833333333,12.7552879173,25.3467179721,
14.1,12.7552879173,25.3452686902,
14.1166666667,12.7552879173,25.3423701237,
14.1333333333,12.7561804203,25.3423701237,
14.15,12.7555854183,25.3423701237,
14.1666666667,12.7585604282,25.3409208392,
14.1833333333,12.7594529312,25.3409208392,
14.2,12.7615354382,25.3394715537,
14.2166666667,12.7636179451,25.3380222674,
14.2333333333,12.7648079491,25.3380222674,
14.25,12.7648079491,25.3394715537,
14.2666666667,12.7651054501,25.3394715537,
14.2833333333,12.766592955,25.3351236919,
14.3,12.76808046,25.3351236919,
14.3166666667,12.769270464,25.3351236919,
14.3333333333,12.769270464,25.3365729801,
14.35,12.769270464,25.3322251129,
14.3666666667,12.769270464,25.3336744029,
14.3833333333,12.7695679649,25.3322251129,
14.4,12.7704604679,25.330775822,
14.4166666667,12.7734354778,25.330775822,
14.4333333333,12.7740304798,25.330775822,
14.45,12.7740304798,25.330775822,
14.4666666667,12.7749229828,25.3293265302,
14.4833333333,12.7749229828,25.3278772374,
14.5,12.7778979927,25.3278772374,
14.5166666667,12.7787904957,25.3293265302,
14.5333333333,12.7787904957,25.3293265302,
14.55,12.7787904957,25.3293265302,
14.5666666667,12.7805755017,25.3278772374,
14.5833333333,12.7823605076,25.3264279438,
14.6,12.7838480126,25.3278772374,
14.6166666667,12.7841455136,25.3278772374,
14.6333333333,12.7856330185,25.3278772374,
14.65,12.7874180245,25.3278772374,
14.6666666667,12.7883105274,25.3264279438,
14.6833333333,12.7883105274,25.3264279438,
14.7,12.7883105274,25.3235293537,
14.7166666667,12.7886080284,25.3264279438,
14.7333333333,12.7883105274,25.3264279438,
14.75,12.7897980324,25.3206307599,
14.7666666667,12.7912855374,25.3220800573,
14.7833333333,12.7930705433,25.3235293537,
14.8,12.7930705433,25.3220800573,
14.8166666667,12.7933680443,25.3249786492,
14.8333333333,12.7936655453,25.3249786492,
14.85,12.7957480522,25.3249786492,
14.8666666667,12.7960455532,25.3235293537,
14.8833333333,12.7987230622,25.3191814616,
14.9,12.7999130661,25.3235293537,
14.9166666667,12.8011030701,25.3206307599,
14.9333333333,12.8019955731,25.3220800573,
14.95,12.8025905751,25.3191814616,
14.9666666667,12.8025905751,25.3162828622,
14.9833333333,12.8028880761,25.3206307599,
15,12.803483078,25.3191814616,
