Latest: Time (min),Latest: pH,Latest: Temperature (°C),Latest: Volume of NaOH Added (cm³),Run 1: Time (min),Run 1: pH,Run 1: Temperature (°C),Run 1: Volume of NaOH Added (cm³)
6.36666666667,7.489,26.3452156401,,6.36666666667,5.898,26.3814493844,
6.38333333333,7.562,26.3452156401,,6.38333333333,5.841,26.3814493844,20
6.4,7.643,26.3452156401,,6.4,5.869,26.3843481134,
6.41666666667,7.722,26.3437663041,,6.41666666667,5.885,26.3843481134,
6.43333333333,7.836,26.3423169692,24.2,6.43333333333,5.924,26.3872468468,
6.45,8.023,26.3394183025,,6.45,5.919,26.3828987483,
6.46666666667,8.173,26.3394183025,,6.46666666667,5.849,26.3886962152,
6.48333333333,8.407,26.3423169692,,6.48333333333,5.862,26.3901455847,
6.5,8.586,26.3394183025,,6.5,5.930,26.3901455847,20.2
6.51666666667,8.862,26.3365196399,24.5,6.51666666667,5.950,26.3901455847,
6.53333333333,9.067,26.3350703101,,6.53333333333,5.963,26.3901455847,
6.55,9.322,26.3379689707,,6.55,5.919,26.3915949554,
6.56666666667,9.552,26.330722327,,6.56666666667,5.990,26.3930443272,
6.58333333333,9.776,26.330722327,,6.58333333333,5.973,26.3944937001,20.5
6.6,9.986,26.326374353,24.7,6.6,5.932,26.3930443272,
6.61666666667,10.215,26.3292730013,,6.61666666667,5.973,26.3930443272,
6.63333333333,10.455,26.3292730013,,6.63333333333,6.046,26.4002912031,
6.65,10.649,26.326374353,,6.65,6.051,26.4046393425,20.7
6.66666666667,10.840,26.3234757086,,6.66666666667,6.038,26.4017405818,
6.68333333333,10.937,26.3234757086,25,6.68333333333,6.054,26.4017405818,
6.7,11.065,26.326374353,,6.7,6.069,26.4002912031,
6.71666666667,11.196,26.317678432,,6.71666666667,6.040,26.4002912031,
6.73333333333,11.315,26.3191277497,,6.73333333333,6.110,26.4002912031,21
6.75,11.397,26.3147797996,,6.75,6.081,26.4031899615,
6.76666666667,11.518,26.317678432,,6.76666666667,6.115,26.4046393425,
6.78333333333,11.589,26.3147797996,,6.78333333333,6.116,26.4046393425,
6.8,11.656,26.3118811711,25.5,6.8,6.109,26.4089874922,
6.81666666667,11.735,26.3133304849,,6.81666666667,6.111,26.4031899615,
6.83333333333,11.740,26.3118811711,,6.83333333333,6.106,26.4089874922,
6.85,11.815,26.3118811711,,6.85,6.175,26.4060887245,21.2
6.86666666667,11.868,26.3075332358,,6.86666666667,6.123,26.4075381078,
6.88333333333,11.881,26.3089825466,,6.88333333333,6.159,26.4104368777,
6.9,11.917,26.3089825466,,6.9,6.203,26.4075381078,
6.91666666667,11.992,26.3060839259,26,6.91666666667,6.167,26.4075381078,
6.93333333333,12.018,26.3017360022,,6.93333333333,6.194,26.4089874922,
6.95,12.025,26.304634617,,6.95,6.166,26.4075381078,21.5
6.96666666667,12.051,26.3017360022,,6.96666666667,6.250,26.4118862645,
6.98333333333,12.000,26.3031853091,,6.98333333333,6.257,26.4075381078,
7,12.036,26.3017360022,26.2,7,6.209,26.4060887245,
7.01666666667,12.097,26.3002866962,,7.01666666667,6.260,26.4104368777,
7.03333333333,12.080,26.3002866962,,7.03333333333,6.247,26.4089874922,
7.05,12.156,26.2988373911,,7.05,6.282,26.4104368777,
7.06666666667,12.173,26.3002866962,,7.06666666667,6.305,26.4060887245,
7.08333333333,12.168,26.3002866962,,7.08333333333,6.304,26.4089874922,
7.1,12.164,26.3002866962,26.5,7.1,6.320,26.4075381078,
7.11666666667,12.175,26.297388087,,7.11666666667,6.337,26.4046393425,22
7.13333333333,12.196,26.2959387839,,7.13333333333,6.310,26.4060887245,
7.15,12.232,26.2959387839,,7.15,6.347,26.4046393425,
7.16666666667,12.174,26.2930401804,26.7,7.16666666667,6.393,26.4046393425,
7.18333333333,12.216,26.2915908801,,7.18333333333,6.330,26.4075381078,22.2
7.2,12.219,26.2915908801,,7.2,6.376,26.4060887245,
7.21666666667,12.127,26.2930401804,,7.21666666667,6.371,26.4060887245,
7.23333333333,12.248,26.2944894817,27,7.23333333333,6.449,26.4089874922,
7.25,12.234,26.2886922823,,7.25,6.445,26.4104368777,
7.26666666667,12.243,26.2915908801,,7.26666666667,6.388,26.4075381078,22.5
7.28333333333,12.262,26.2930401804,,7.28333333333,6.456,26.4089874922,
7.3,12.314,26.2901415807,27.2,7.3,6.460,26.4133356524,
7.31666666667,12.242,26.2857936882,,7.31666666667,6.465,26.4133356524,
7.33333333333,12.286,26.2843443926,,7.33333333333,6.529,26.4118862645,22.7
7.35,12.320,26.2857936882,,7.35,6.550,26.4162344317,
7.36666666667,12.385,26.2872429848,27.5,7.36666666667,6.576,26.4162344317,
7.38333333333,12.371,26.2872429848,,7.38333333333,6.523,26.4162344317,
7.4,12.352,26.2857936882,,7.4,6.598,26.4162344317,
7.41666666667,12.325,26.2828950979,,7.41666666667,6.635,26.4191332157,23
7.43333333333,12.350,26.2828950979,27.7,7.43333333333,6.645,26.4176838231,
7.45,12.337,26.2828950979,,7.45,6.640,26.4191332157,
7.46666666667,12.365,26.2799965112,,7.46666666667,6.680,26.4205826095,
7.48333333333,12.363,26.2799965112,,7.48333333333,6.665,26.4205826095,
7.5,12.403,26.2814458041,28,7.5,6.712,26.4176838231,
7.51666666667,12.346,26.2799965112,,7.51666666667,6.710,26.4205826095,
7.53333333333,12.316,26.2799965112,,7.53333333333,6.729,26.4191332157,23.2
7.55,12.369,26.2785472192,,7.55,6.755,26.4205826095,
7.56666666667,12.432,26.2785472192,,7.56666666667,6.770,26.4176838231,
7.58333333333,12.421,26.2785472192,28.2,7.58333333333,6.851,26.4205826095,
7.6,12.348,26.2770979282,,7.6,6.892,26.4205826095,
7.61666666667,12.395,26.2785472192,,7.61666666667,6.820,26.4191332157,
7.63333333333,12.443,26.2770979282,,7.63333333333,6.906,26.4191332157,
7.65,12.398,26.2770979282,,7.65,6.881,26.4191332157,
7.66666666667,12.442,26.2770979282,28.5,7.66666666667,6.985,26.4191332157,23.5
7.68333333333,12.439,26.275648638,,7.68333333333,7.022,26.4205826095,
7.7,12.439,26.2770979282,,7.7,7.024,26.4191332157,
7.71666666667,12.445,26.2770979282,,7.71666666667,7.044,26.4205826095,
7.73333333333,12.431,26.275648638,28.7,7.73333333333,7.022,26.4205826095,
7.75,12.466,26.275648638,,7.75,7.223,26.4191332157,
7.76666666667,12.497,26.2741993488,,7.76666666667,7.161,26.4234814006,
7.78333333333,12.484,26.2741993488,,7.78333333333,7.147,26.4220320045,
7.8,12.483,26.2727500605,29,7.8,7.231,26.4205826095,
7.81666666667,12.449,26.2727500605,,7.81666666667,7.216,26.4205826095,
7.83333333333,12.502,26.2727500605,,7.83333333333,7.277,26.4205826095,
7.85,12.477,26.2741993488,,7.85,7.297,26.4191332157,24
7.86666666667,12.468,26.2727500605,,7.86666666667,7.331,26.4191332157,
7.88333333333,12.489,26.271300773,,7.88333333333,7.420,26.4205826095,
7.9,12.490,26.2684022009,,7.9,7.545,26.4162344317,
7.91666666667,12.536,26.271300773,,7.91666666667,7.507,26.4191332157,
7.93333333333,12.523,26.2669529162,29.5,7.93333333333,7.615,26.4176838231,
7.95,12.481,26.2669529162,,7.95,7.669,26.4176838231,24.2
7.96666666667,12.499,26.2669529162,,7.96666666667,7.739,26.4162344317,
7.98333333333,12.484,26.2655036323,,7.98333333333,7.830,26.4176838231,
8,12.495,26.2655036323,,8,7.903,26.4162344317,
8.01666666667,12.546,26.2640543494,,8.01666666667,7.994,26.4162344317,
8.03333333333,12.473,26.2611557861,,8.03333333333,8.004,26.4176838231,
8.05,12.507,26.2640543494,,8.05,8.141,26.4176838231,24.5
8.06666666667,12.518,26.2640543494,30,8.06666666667,8.314,26.4162344317,
8.08333333333,12.483,26.2626050673,,8.08333333333,8.389,26.4162344317,
8.1,12.605,26.2597065058,,8.1,8.462,26.4147850414,
8.11666666667,12.528,26.2582572264,,8.11666666667,8.611,26.4147850414,
8.13333333333,12.556,26.2568079478,,8.13333333333,8.822,26.4147850414,
8.15,12.529,26.2582572264,,8.15,9.000,26.4162344317,
8.16666666667,12.541,26.2553586701,,8.16666666667,9.146,26.4147850414,24.7
8.18333333333,12.555,26.2539093933,,8.18333333333,9.314,26.4162344317,
8.2,12.545,26.2582572264,,8.2,9.455,26.4089874922,
8.21666666667,12.548,26.2568079478,,8.21666666667,9.650,26.4104368777,
8.23333333333,12.553,26.2539093933,,8.23333333333,9.773,26.4104368777,
8.25,12.573,26.2539093933,,8.25,9.955,26.4104368777,
8.26666666667,12.566,26.2539093933,,8.26666666667,10.114,26.4118862645,
8.28333333333,12.542,26.2553586701,,8.28333333333,10.274,26.4104368777,25
8.3,12.590,26.2553586701,,8.3,10.361,26.4089874922,
8.31666666667,12.608,26.2539093933,,8.31666666667,10.446,26.4089874922,
8.33333333333,12.644,26.2524601173,,8.33333333333,10.610,26.4075381078,
8.35,12.554,26.2524601173,,8.35,10.735,26.4075381078,
8.36666666667,12.596,26.2524601173,,8.36666666667,10.895,26.4075381078,
8.38333333333,12.583,26.2524601173,31,8.38333333333,11.021,26.4089874922,
8.4,12.559,26.2539093933,,8.4,11.042,26.4060887245,
8.41666666667,12.642,26.2524601173,,8.41666666667,11.192,26.4089874922,
8.43333333333,12.605,26.2539093933,,8.43333333333,11.230,26.4060887245,
8.45,12.595,26.2524601173,,8.45,11.318,26.4060887245,
8.46666666667,12.600,26.2510108423,,8.46666666667,11.404,26.4031899615,
8.48333333333,12.651,26.249561568,,8.48333333333,11.412,26.4046393425,
8.5,12.563,26.2481122947,,8.5,11.492,26.4031899615,
8.51666666667,12.611,26.2452137505,,8.51666666667,11.565,26.4031899615,
8.53333333333,12.595,26.2452137505,,8.53333333333,11.609,26.4046393425,
8.55,12.613,26.2437644797,31.5,8.55,11.658,26.4017405818,25.5
8.56666666667,12.649,26.2423152097,,8.56666666667,11.664,26.4002912031,
8.58333333333,12.596,26.2423152097,,8.58333333333,11.787,26.4017405818,
8.6,12.637,26.2423152097,,8.6,11.778,26.3959430741,
8.61666666667,12.574,26.2394166723,,8.61666666667,11.777,26.3988418257,
8.63333333333,12.642,26.2408659406,,8.63333333333,11.814,26.3988418257,
8.65,12.613,26.2365181383,,8.65,11.862,26.3959430741,
8.66666666667,12.647,26.2379674049,,8.66666666667,11.909,26.3959430741,
8.68333333333,12.618,26.2365181383,,8.68333333333,11.877,26.3959430741,
8.7,12.672,26.2365181383,,8.7,11.924,26.4002912031,
8.71666666667,12.658,26.2350688725,,8.71666666667,11.939,26.3959430741,
8.73333333333,12.697,26.2350688725,32,8.73333333333,11.937,26.3944937001,
8.75,12.700,26.2336196075,,8.75,11.963,26.3988418257,
8.76666666667,12.694,26.2350688725,,8.76666666667,11.972,26.3930443272,26
8.78333333333,12.652,26.2336196075,,8.78333333333,11.956,26.3915949554,
8.8,12.758,26.2336196075,,8.8,11.991,26.3930443272,
8.81666666667,12.664,26.2307210801,,8.81666666667,12.014,26.3930443272,
8.83333333333,12.687,26.2321703434,,8.83333333333,12.015,26.3886962152,
8.85,12.691,26.2292718177,,8.85,12.084,26.3872468468,
8.86666666667,12.682,26.2336196075,32.5,8.86666666667,12.052,26.3901455847,
8.88333333333,12.677,26.2321703434,,8.88333333333,12.058,26.3843481134,
8.9,12.709,26.2307210801,,8.9,12.085,26.3872468468,
8.91666666667,12.689,26.2292718177,,8.91666666667,12.104,26.3843481134,26.2
8.93333333333,12.746,26.2307210801,,8.93333333333,12.110,26.3843481134,
8.95,12.708,26.2307210801,,8.95,12.102,26.3828987483,
8.96666666667,12.724,26.2292718177,,8.96666666667,12.087,26.3828987483,
8.98333333333,12.705,26.2263732952,,8.98333333333,12.086,26.3843481134,
9,12.696,26.2263732952,,9,12.119,26.3828987483,
9.01666666667,12.689,26.227822556,,9.01666666667,12.157,26.3800000216,
9.03333333333,12.671,26.2263732952,,9.03333333333,12.136,26.3771012993,
9.05,12.725,26.2249240351,33,9.05,12.094,26.3814493844,
9.06666666667,12.705,26.2263732952,,9.06666666667,12.148,26.3785506599,26.5
9.08333333333,12.727,26.2234747759,,9.08333333333,12.108,26.3814493844,
9.1,12.708,26.2234747759,,9.1,12.179,26.3814493844,
9.11666666667,12.730,26.2263732952,,9.11666666667,12.173,26.3800000216,
9.13333333333,12.729,26.2234747759,,9.13333333333,12.222,26.3785506599,
9.15,12.717,26.2234747759,,9.15,12.205,26.3814493844,
9.16666666667,12.696,26.2205762599,,9.16666666667,12.177,26.3785506599,
9.18333333333,12.714,26.2220255175,,9.18333333333,12.191,26.3756519398,
9.2,12.725,26.2191270031,,9.2,12.226,26.3771012993,26.7
9.21666666667,12.712,26.2205762599,33.5,9.21666666667,12.184,26.3742025814,
9.23333333333,12.701,26.2205762599,,9.23333333333,12.217,26.3771012993,
9.25,12.739,26.2191270031,,9.25,12.293,26.3756519398,
9.26666666667,12.739,26.2191270031,,9.26666666667,12.246,26.3742025814,
9.28333333333,12.720,26.2176777471,,9.28333333333,12.257,26.3756519398,
9.3,12.678,26.2191270031,,9.3,12.212,26.3756519398,
9.31666666667,12.853,26.2133299839,,9.31666666667,12.216,26.3742025814,
9.33333333333,12.716,26.2147792375,,9.33333333333,12.287,26.3713038679,27
9.35,12.725,26.211880731,,9.35,12.290,26.3727532241,
9.36666666667,12.726,26.2133299839,34,9.36666666667,12.288,26.3727532241,
9.38333333333,12.762,26.210431479,,9.38333333333,12.213,26.3742025814,
9.4,12.772,26.211880731,,9.4,12.258,26.3727532241,
9.41666666667,12.721,26.211880731,,9.41666666667,12.268,26.3727532241,
9.43333333333,12.775,26.210431479,,9.43333333333,12.270,26.3727532241,
9.45,12.739,26.2060837275,,9.45,12.249,26.3727532241,
9.46666666667,12.792,26.2031852304,,9.46666666667,12.261,26.3756519398,
9.48333333333,12.767,26.2060837275,,9.48333333333,12.272,26.3713038679,
9.5,12.750,26.2031852304,,9.5,12.302,26.3698545128,27.5
9.51666666667,12.780,26.1988374906,,9.51666666667,12.287,26.3713038679,
9.53333333333,12.761,26.2017359831,34.5,9.53333333333,12.292,26.3713038679,
9.55,12.768,26.1988374906,,9.55,12.279,26.3713038679,
9.56666666667,12.741,26.1973882455,,9.56666666667,12.330,26.3713038679,
9.58333333333,12.762,26.1973882455,,9.58333333333,12.335,26.3713038679,
9.6,12.775,26.1988374906,,9.6,12.304,26.3713038679,
9.61666666667,12.780,26.1959390011,,9.61666666667,12.344,26.3698545128,27.7
9.63333333333,12.812,26.1944897575,,9.63333333333,12.314,26.3713038679,
9.65,12.739,26.1944897575,,9.65,12.317,26.3713038679,
9.66666666667,12.782,26.1959390011,,9.66666666667,12.342,26.3727532241,
9.68333333333,12.770,26.1973882455,,9.68333333333,12.310,26.3698545128,
9.7,12.786,26.1901420312,,9.7,12.349,26.3698545128,
9.71666666667,12.759,26.1930405147,35,9.71666666667,12.388,26.3713038679,
9.73333333333,12.788,26.1886927906,,9.73333333333,12.398,26.3713038679,28
9.75,12.813,26.1901420312,,9.75,12.321,26.3698545128,
9.76666666667,12.831,26.1901420312,,9.76666666667,12.338,26.3698545128,
9.78333333333,12.787,26.1872435508,,9.78333333333,12.375,26.3713038679,
9.8,12.813,26.1886927906,,9.8,12.357,26.3698545128,
9.81666666667,12.791,26.1872435508,,9.81666666667,12.396,26.3698545128,
9.83333333333,12.835,26.1872435508,,9.83333333333,12.392,26.3698545128,
9.85,12.814,26.1857943116,35.5,9.85,12.379,26.3698545128,
9.86666666667,12.826,26.1857943116,,9.86666666667,12.388,26.3698545128,
9.88333333333,12.849,26.1843450733,,9.88333333333,12.373,26.3698545128,
9.9,12.785,26.1857943116,,9.9,12.462,26.3698545128,
9.91666666667,12.796,26.1857943116,,9.91666666667,12.343,26.3698545128,28.2
9.93333333333,12.800,26.1843450733,,9.93333333333,12.367,26.3698545128,
9.95,12.807,26.1843450733,,9.95,12.387,26.3698545128,
9.96666666667,12.810,26.1828958356,,9.96666666667,12.382,26.3698545128,
9.98333333333,12.818,26.1843450733,,9.98333333333,12.422,26.3698545128,
10,12.800,26.1814465987,,10,12.403,26.3698545128,
10.0166666667,12.826,26.1814465987,,10.0166666667,12.413,26.3698545128,
10.0333333333,12.848,26.1770988922,36,10.0333333333,12.421,26.3698545128,
10.05,12.844,26.1799973625,,10.05,12.385,26.3684051587,28.5
10.0666666667,12.795,26.1814465987,,10.0666666667,12.405,26.3669558058,
10.0833333333,12.822,26.1770988922,,10.0833333333,12.432,26.3698545128,
10.1,12.801,26.178548127,,10.1,12.422,26.3698545128,
10.1166666667,12.766,26.1770988922,,10.1166666667,12.393,26.3698545128,
10.1333333333,12.819,26.1756496582,,10.1333333333,12.463,26.3698545128,
10.15,12.833,26.1742004249,,10.15,12.383,26.3669558058,
10.1666666667,12.797,26.1742004249,,10.1666666667,12.384,26.3684051587,
10.1833333333,12.809,26.1742004249,,10.1833333333,12.432,26.3684051587,
10.2,12.859,26.1727511923,,10.2,12.413,26.3684051587,
10.2166666667,12.794,26.1727511923,,10.2166666667,12.428,26.3669558058,
10.2333333333,12.790,26.1742004249,,10.2333333333,12.487,26.3669558058,
10.25,12.832,26.1698527292,,10.25,12.493,26.3684051587,
10.2666666667,12.761,26.1713019604,,10.2666666667,12.448,26.3640571031,
10.2833333333,12.846,26.1713019604,,10.2833333333,12.450,26.3669558058,
10.3,12.836,26.1669542689,,10.3,12.476,26.3669558058,
10.3166666667,12.867,26.1684034987,,10.3166666667,12.500,26.3669558058,
10.3333333333,12.843,26.1669542689,,10.3333333333,12.487,26.3640571031,
10.35,12.865,26.1669542689,,10.35,12.482,26.3640571031,
10.3666666667,12.835,26.1655050398,,10.3666666667,12.453,26.3655064539,
10.3833333333,12.820,26.1669542689,,10.3833333333,12.554,26.3684051587,
10.4,12.805,26.1669542689,,10.4,12.492,26.3626077534,
10.4166666667,12.837,26.1669542689,,10.4166666667,12.470,26.3640571031,
10.4333333333,12.845,26.1655050398,,10.4333333333,12.469,26.3626077534,
10.45,12.798,26.1655050398,,10.45,12.511,26.3582597108,
10.4666666667,12.850,26.1655050398,,10.4666666667,12.577,26.3611584048,
10.4833333333,12.851,26.1655050398,,10.4833333333,12.523,26.3640571031,
10.5,12.826,26.1626065838,,10.5,12.515,26.3582597108,
10.5166666667,12.845,26.1640558114,,10.5166666667,12.548,26.3597090573,
10.5333333333,12.859,26.1626065838,,10.5333333333,12.545,26.3568103654,
10.55,12.850,26.1611573567,,10.55,12.544,26.3597090573,
10.5666666667,12.893,26.1626065838,,10.5666666667,12.536,26.3597090573,
10.5833333333,12.862,26.1626065838,,10.5833333333,12.526,26.3611584048,
10.6,12.916,26.1626065838,,10.6,12.522,26.3582597108,
10.6166666667,12.874,26.1626065838,,10.6166666667,12.526,26.3597090573,
10.6333333333,12.881,26.1626065838,,10.6333333333,12.575,26.3582597108,
10.65,12.832,26.1611573567,,10.65,12.560,26.3597090573,
10.6666666667,12.881,26.1611573567,,10.6666666667,12.567,26.3597090573,
10.6833333333,12.868,26.1611573567,,10.6833333333,12.570,26.3597090573,
10.7,12.857,26.1611573567,,10.7,12.554,26.3582597108,
10.7166666667,12.807,26.1626065838,,10.7166666667,12.555,26.3568103654,
10.7333333333,12.894,26.1611573567,,10.7333333333,12.580,26.3568103654,
10.75,12.873,26.1611573567,,10.75,12.572,26.355361021,
10.7666666667,12.900,26.1611573567,,10.7666666667,12.588,26.3582597108,
10.7833333333,12.841,26.1626065838,,10.7833333333,12.558,26.3524623355,
10.8,12.849,26.1611573567,,10.8,12.614,26.3539116777,
10.8166666667,12.830,26.1611573567,,10.8166666667,12.598,26.355361021,
10.8333333333,12.862,26.1611573567,,10.8333333333,12.619,26.3539116777,
10.85,12.948,26.1611573567,,10.85,12.613,26.3568103654,
10.8666666667,12.852,26.1611573567,,10.8666666667,12.592,26.355361021,
10.8833333333,12.870,26.1611573567,,10.8833333333,12.622,26.3524623355,
10.9,12.879,26.1611573567,,10.9,12.631,26.355361021,
10.9166666667,12.917,26.1611573567,,10.9166666667,12.651,26.3524623355,
10.9333333333,12.908,26.1611573567,,10.9333333333,12.627,26.3524623355,
10.95,12.907,26.1611573567,,10.95,12.594,26.3524623355,
10.9666666667,12.905,26.1611573567,,10.9666666667,12.645,26.3510129943,
10.9833333333,12.854,26.1611573567,,10.9833333333,12.637,26.3495636542,
11,12.895,26.1611573567,,11,12.613,26.3481143151,
11.0166666667,12.884,26.1611573567,,11.0166666667,12.648,26.3495636542,
11.0333333333,12.877,26.1611573567,,11.0333333333,12.596,26.3510129943,
11.05,12.893,26.1611573567,,11.05,12.680,26.3495636542,
11.0666666667,12.908,26.1611573567,,11.0666666667,12.693,26.3481143151,
11.0833333333,12.894,26.1597081304,,11.0833333333,12.611,26.3510129943,
11.1,12.888,26.1611573567,,11.1,12.671,26.3495636542,
11.1166666667,12.884,26.1611573567,,11.1166666667,12.696,26.3495636542,
11.1333333333,12.904,26.1597081304,,11.1333333333,12.690,26.3495636542,
11.15,12.888,26.1611573567,,11.15,12.679,26.3481143151,
11.1666666667,12.924,26.1582589048,,11.1666666667,12.659,26.346664977,
11.1833333333,12.925,26.1582589048,,11.1833333333,12.761,26.346664977,
11.2,12.884,26.1611573567,,11.2,12.656,26.3481143151,
11.2166666667,12.916,26.1582589048,,11.2166666667,12.684,26.3481143151,
11.2333333333,12.890,26.1568096798,,11.2333333333,12.698,26.3481143151,
11.25,12.893,26.1568096798,,11.25,12.656,26.346664977,
11.2666666667,12.891,26.1553604556,,11.2666666667,12.707,26.3481143151,
11.2833333333,12.947,26.153911232,,11.2833333333,12.691,26.3481143151,
11.3,12.906,26.1524620091,,11.3,12.683,26.346664977,
11.3166666667,12.895,26.1524620091,,11.3166666667,12.706,26.346664977,
11.3333333333,12.932,26.1524620091,,11.3333333333,12.688,26.346664977,
11.35,12.913,26.153911232,,11.35,12.698,26.346664977,
11.3666666667,12.882,26.1510127868,,11.3666666667,12.690,26.346664977,
11.3833333333,12.930,26.1524620091,,11.3833333333,12.735,26.346664977,
11.4,12.867,26.1495635652,,11.4,12.751,26.346664977,
11.4166666667,12.874,26.1466651241,,11.4166666667,12.740,26.346664977,
11.4333333333,12.910,26.1481143443,,11.4333333333,12.731,26.346664977,
11.45,12.956,26.1495635652,,11.45,12.834,26.3452156401,
11.4666666667,12.868,26.1466651241,,11.4666666667,12.747,26.3452156401,
11.4833333333,12.895,26.1466651241,,11.4833333333,12.725,26.346664977,
11.5,12.960,26.1452159045,,11.5,12.752,26.346664977,
11.5166666667,12.851,26.1481143443,,11.5166666667,12.749,26.346664977,
11.5333333333,12.921,26.1423174672,,11.5333333333,12.745,26.346664977,
11.55,12.945,26.1437666855,,11.55,12.755,26.346664977,
11.5666666667,12.910,26.1408682496,,11.5666666667,12.774,26.346664977,
11.5833333333,12.963,26.1408682496,,11.5833333333,12.753,26.3437663041,
11.6,12.872,26.1394190326,,11.6,12.748,26.3452156401,
11.6166666667,12.895,26.1394190326,,11.6166666667,12.743,26.3452156401,
11.6333333333,12.930,26.1379698163,,11.6333333333,12.716,26.3452156401,
11.65,12.953,26.1379698163,,11.65,12.766,26.3423169692,
11.6666666667,12.925,26.1394190326,,11.6666666667,12.725,26.3452156401,
11.6833333333,12.940,26.1379698163,,11.6833333333,12.762,26.3423169692,
11.7,12.920,26.1394190326,,11.7,12.740,26.3408676353,
11.7166666667,12.929,26.1394190326,,11.7166666667,12.838,26.3423169692,
11.7333333333,12.935,26.1365206006,,11.7333333333,12.738,26.3394183025,
11.75,12.957,26.1365206006,,11.75,12.808,26.3379689707,
11.7666666667,12.941,26.1350713855,,11.7666666667,12.806,26.3379689707,
11.7833333333,12.892,26.1379698163,,11.7833333333,12.745,26.3379689707,
11.8,12.925,26.1350713855,,11.8,12.795,26.3394183025,
11.8166666667,12.958,26.1350713855,,11.8166666667,12.771,26.3365196399,
11.8333333333,12.974,26.1336221711,,11.8333333333,12.784,26.3379689707,
11.85,12.930,26.1263761085,,11.85,12.798,26.3365196399,
11.8666666667,12.959,26.1307237442,,11.8666666667,12.758,26.3350703101,
11.8833333333,12.954,26.1307237442,,11.8833333333,12.820,26.3336209814,
11.9,12.919,26.1278253198,,11.9,12.775,26.330722327,
11.9166666667,12.944,26.1278253198,,11.9166666667,12.856,26.330722327,
11.9333333333,12.859,26.1292745317,,11.9333333333,12.769,26.3350703101,
11.95,12.960,26.1263761085,,11.95,12.788,26.330722327,
11.9666666667,12.927,26.1263761085,,11.9666666667,12.800,26.3365196399,
11.9833333333,12.985,26.1307237442,,11.9833333333,12.789,26.3321716537,
12,12.924,26.1263761085,,12,12.825,26.3379689707,
12.0166666667,12.973,26.1278253198,,12.0166666667,12.790,26.3321716537,
12.0333333333,12.910,26.1263761085,,12.0333333333,12.760,26.3321716537,
12.05,12.952,26.1278253198,,12.05,12.789,26.330722327,
12.0666666667,12.950,26.1292745317,,12.0666666667,12.791,26.3321716537,
12.0833333333,12.989,26.1234776878,,12.0833333333,12.821,26.3350703101,
12.1,12.946,26.1263761085,,12.1,12.801,26.3336209814,
12.1166666667,12.954,26.1249268979,,12.1166666667,12.819,26.3336209814,
12.1333333333,12.992,26.1263761085,,12.1333333333,12.783,26.330722327,
12.15,12.974,26.1263761085,,12.15,12.797,26.3278236766,
12.1666666667,12.994,26.1249268979,,12.1666666667,12.860,26.326374353,
12.1833333333,12.932,26.1234776878,,12.1833333333,12.810,26.3292730013,
12.2,12.933,26.1234776878,,12.2,12.847,26.3234757086,
12.2166666667,12.938,26.1220284784,,12.2166666667,12.844,26.3234757086,
12.2333333333,12.913,26.1234776878,,12.2333333333,12.851,26.3249250303,
12.25,12.936,26.1249268979,,12.25,12.819,26.3249250303,
12.2666666667,12.982,26.1191300614,,12.2666666667,12.838,26.322026388,
12.2833333333,12.953,26.1249268979,,12.2833333333,12.814,26.317678432,
12.3,12.955,26.1249268979,,12.3,12.885,26.3205770683,
12.3166666667,12.973,26.1205792696,,12.3166666667,12.824,26.3249250303,
12.3333333333,12.949,26.1205792696,,12.3333333333,12.765,26.3234757086,
12.35,12.901,26.1234776878,,12.35,12.830,26.322026388,
12.3666666667,12.958,26.1205792696,,12.3666666667,12.844,26.3191277497,
12.3833333333,12.953,26.1205792696,,12.3833333333,12.863,26.317678432,
12.4,12.986,26.1191300614,,12.4,12.827,26.3205770683,
12.4166666667,12.983,26.1191300614,,12.4166666667,12.852,26.3133304849,
12.4333333333,12.997,26.1191300614,,12.4333333333,12.834,26.322026388,
12.45,12.943,26.1205792696,,12.45,12.882,26.3147797996,
12.4666666667,13.000,26.1191300614,,12.4666666667,12.845,26.3162291153,
12.4833333333,12.971,26.1191300614,,12.4833333333,12.852,26.3147797996,
12.5,12.963,26.1191300614,,12.5,12.840,26.317678432,
12.5166666667,12.949,26.1162316469,,12.5166666667,12.834,26.3147797996,
12.5333333333,12.956,26.1162316469,,12.5333333333,12.839,26.3133304849,
12.55,12.962,26.1162316469,,12.55,12.813,26.3147797996,
12.5666666667,12.967,26.1162316469,,12.5666666667,12.859,26.3104318584,
12.5833333333,13.064,26.1162316469,,12.5833333333,12.808,26.3133304849,
12.6,13.003,26.1147824405,,12.6,12.865,26.3118811711,
12.6166666667,12.972,26.1147824405,,12.6166666667,12.829,26.3104318584,
12.6333333333,13.013,26.1147824405,,12.6333333333,12.868,26.3118811711,
12.65,12.963,26.1147824405,,12.65,12.848,26.3060839259,
12.6666666667,12.995,26.1147824405,,12.6666666667,12.816,26.3075332358,
12.6833333333,13.018,26.1147824405,,12.6833333333,12.835,26.3075332358,
12.7,13.004,26.1147824405,,12.7,12.882,26.3075332358,
12.7166666667,13.023,26.1133332347,,12.7166666667,12.889,26.3089825466,
12.7333333333,13.024,26.1147824405,,12.7333333333,12.884,26.304634617,
12.75,13.005,26.1147824405,,12.75,12.842,26.3060839259,
